2 1 1
2 3 1
2 8 1
4 1 1
4 3 1
5 6 1
5 8 1
7 6 1
7 8 1
7 9 1
10 9 1
10 11 1
12 9 1
12 11 1
12 14 1
13 3 1
13 14 1
13 16 1
15 14 1
15 16 1
